ProgramId,Owner,ProgramDataAddress,Authority,LastDeployedInSlot,DataLength,Balance
5VYqsPa5heRfwyVjm8EeryN4KgGByo7EkJvAwhU781gu,BPFLoaderUpgradeab1e11111111111111111111111,4CZN3BF1QaM3SHoxB4T1CxtpLBcF8r1tJ5KnsFCVaPU6,HfZRjDrJDoKEV9jpLrVKbNwrQNYHSUqvW9wHRDaS1WXQ,98053785,336416 (0x52220) bytes,2.34265944 SOL
5d15XQp2jYPxeQtkCWoYu84zWbbFiSoHsJK39KwH2jrf,BPFLoaderUpgradeab1e11111111111111111111111,4yGJYrmnoXUvdJNGL7kBmQ5653cBr7wMpDnf42Qejm1F,987DRPtFaQbpqStqZYWSy9gyZsD2Jj3krhga7kwqH2r1,105105083,396928 (0x60e80) bytes,2.76382296 SOL
4XWZM2CV3taHg3g8hogCfHW9vTi2j1Pq7UqhA5mNaXfi,BPFLoaderUpgradeab1e11111111111111111111111,CNw9QipeBqecJhR4FhzokFg3qXhpNFKjETYkLTnH2Exe,Ag2ETbrV6Hq5xcpTBQqDxnweCEm2HdaYiskafmkjyy3f,112729903,510784 (0x7cb40) bytes,3.55626072 SOL
4qzeLSiyNP7V81DCarJxkAMzx8sDydvZZEE26UgHet9J,BPFLoaderUpgradeab1e11111111111111111111111,FWMJ1sAthXSam9r3VFaQGYn8mABaXL2kV3mH2V1wKN51,GxxWP8ZsDyGupCKPPNqGRVfUXissSBj989Get5fSxDeX,105029031,781760 (0xbedc0) bytes,5.44225368 SOL
5fNfvyp5czQVX77yoACa3JJVEhdRaWjPuazuWgjhTqEH,BPFLoaderUpgradeab1e11111111111111111111111,9R7iJrQtMQtLU42a7BVZYo9ToCfu4bVJGAmxUHNVoyVn,FinVobfi4tbdMdfN9jhzUuDVqGXfcFnRGX57xHcTWLfW,93611190,975632 (0xee310) bytes,6.7916028 SOL
5dtKmAzoJu4qDxMjjK7gWY2pPe6NWAX6HWQk5QUHaKQZ,BPFLoaderUpgradeab1e11111111111111111111111,7ijW3sc2b9gyxhygQ6dMmDF47GASLY9NBhuVfgVyQYfS,EFo9V7mFQgxz7xPMrJ6qLyrjfGXPgsEFEfGEtVQx2xKt,112707751,1340672 (0x147500) bytes,9.3322812 SOL
5TeGDBaMNPc2uxvx6YLDycsoxFnBuqierPt3a8Bk4xFX,BPFLoaderUpgradeab1e11111111111111111111111,8vvUNW52xYXMbUTC7foUxmSpY7mFcsUzX7eTPAoCcUM5,AnvTVPS1GkVBGhQ4dAQxF9BezqUGtYbTbH8UU2kbL4Lu,108321966,2946816 (0x2cf700) bytes,20.51104344 SOL
5GCRE4G42vMipSzY1fgKR7XLCicpGQbJSdwCVXtjejUY,BPFLoaderUpgradeab1e11111111111111111111111,HuA5TSDc9hg29dU5TJxAgX9BD7qLne6frmuBL1uYookA,6FxQ5indGV6pcdyrnj9khK4nqhC5tqPNkPLBQjVhmb9e,112724675,510829 (0x7cb6d) bytes,3.55657392 SOL
4t9H5h7uBarSWNiu66AxMH7TxXoX7m333i4QDHHMC3uW,BPFLoaderUpgradeab1e11111111111111111111111,9zMr81tpcDnqXPp871WMhyuaX3ati7w629xrQ7jfrk2X,3ahLW5VhcwxK8GV4xbSikZswKuBAXP62VHxJG4B1YJKB,108276222,362000 (0x58610) bytes,2.52072408 SOL
5mP5Qxmcj73y3urGnfHXLainGckDmhsXiptzjT1XujLP,BPFLoaderUpgradeab1e11111111111111111111111,CoFMzXvobiUNRPzC3QoLgyKZZT1NfnNoDYGAx2y7x2mX,GvZwnsDatviGhGoUUDs7FFmbusU4ZAY9m9fGbDMxXS1Q,107087040,545328 (0x85230) bytes,3.79668696 SOL
89GCqzsFDa2Bv9cxuhHEk96r1K5W6rccVZuarw5WEber,BPFLoaderUpgradeab1e11111111111111111111111,9KGMJTP6aTwuB42TBF8RpPcMxA6WUjp5i21ajtcnxtpP,CZCrn2BTPWuHpW1vsr87RzxsvvGfcutabZoMtBo4dWkM,105993761,470128 (0x72c70) bytes,3.27329496 SOL
93NE2xVnLeqfxLYVvHNMKJGqHFPanN7Davyb6gz3aNKo,BPFLoaderUpgradeab1e11111111111111111111111,C8C2BEjJBff9vrEX3Em1ntx6ewbhdDKyurHcMa936LCG,TESAinbTL2eBLkWqyGA82y1RS6kArHvuYWfkL9dKkbs,86683515,234272 (0x39320) bytes,1.6317372 SOL
6ebQNeTPZ1j7k3TtkCCtEPRvG7GQsucQrZ7sSEDQi9Ks,BPFLoaderUpgradeab1e11111111111111111111111,AZ2m7PH9aXSpCnGVgjE4Km6y7phLQu7CKvG1qYoC93Vr,HUgFuN4PbvF5YzjDSw9dQ8uTJUcwm2ANsMXwvRdY4ABx,86264975,753776 (0xb8070) bytes,5.24748504 SOL
7t8zVJtPCFAqog1DcnB6Ku1AVKtWfHkCiPi1cAvcJyVF,BPFLoaderUpgradeab1e11111111111111111111111,7T7ZijmfWLYeymUMYKDtswnZjNQ5qUWD5jeeurwe4kkJ,D7qMiV9PfPRerffWCTbQKo4GnQCMLGyX8vjrfuAM4LKo,110389953,1500000 (0x16e360) bytes,10.44120408 SOL
63xyXHpA6EVF69kRmEbXAr8aBEkhgpaNUSRoTQyi5Rwr,BPFLoaderUpgradeab1e11111111111111111111111,HQiyrRCUfSWHkmm4dpgs3irbXYjRVX1iiyP5zg2gugpu,F4vBVi1tYSGEMP7ni5ErwtSsFVghFSrx5W6mZ6mzTHQf,78200503,748624 (0xb6c50) bytes,5.21162712 SOL
5kTrEpSpmWWrerrxs45xbjL6zrhwmw2QG8MrH4eQ79HZ,BPFLoaderUpgradeab1e11111111111111111111111,4KTyDZtrosq1SUCEV9MpmNKMQBGfqiF3zdhxNLaF6Xac,ESPZtS2NGgDGScDx41tJqQouCwSqRQroH6nUTLwK7nVi,104134680,3000000 (0x2dc6c0) bytes,20.88120408 SOL
5mmFdCFD2csnoCS1XcnTvpFGsWW6JvCRVxtCr91mtSKb,BPFLoaderUpgradeab1e11111111111111111111111,B59dfGuueD1HkLLsgm8xRrifcqCsmWfWh8Pow8W2XVZ4,DkmfiWSC4mnPvfMXZY2CkT4skvFkGr4u5DwRX2htRvJ2,107851862,347552 (0x54da0) bytes,2.420166 SOL
B8e15gbg1jTK2DYPQy6mteJNZwqpjSBEC6uBvZhb2CHU,BPFLoaderUpgradeab1e11111111111111111111111,FS7sJzQDYGZ16gk6Kb83GhZHXtFMsU9J6SVCYc7pin58,Ef896VQS1tfMACgL5Ce1TR7JZhehkrtowCyZZyYv7SWn,97406902,32752 (0x7ff0) bytes,0.229158 SOL
A3ZY6kBxbjDfxRz1btkkSusfJaTHr8paFufVKRTzy9J7,BPFLoaderUpgradeab1e11111111111111111111111,CbYKS4rz2gAJK6KX8wtLbhUqcGQdUDryvAZ9gPhGHu4,AwqwB1CehyuriGiZLXueyo7PmKwHwf23a77SY9GSwpAe,84949644,510544 (0x7ca50) bytes,3.55459032 SOL
9bohspFveydu5Wg9Pm4mcLotLE2eBYMZ17G1aJ6ooqk1,BPFLoaderUpgradeab1e11111111111111111111111,7sPptkymzvayoSbLXzBsXEF8TSf3typNnAWkrKrDizNb,FinVobfi4tbdMdfN9jhzUuDVqGXfcFnRGX57xHcTWLfW,71744059,579776 (0x8d8c0) bytes,4.03644504 SOL
9HzJyW1qZsEiSfMUf6L2jo3CcTKAyBmSyKdwQeYisHrC,BPFLoaderUpgradeab1e11111111111111111111111,FS6idH67pGF1r1gCK1wgwjY8kSSvPAREvjAFxwUQXMy4,UpAuc9FHwjtssLfQSuiCDahnmtUTBHf6eWTkRubh5ty,108258604,480256 (0x75400) bytes,3.34378584 SOL
ALaYfBMScNrJxKTfgpfFYDQSMYJHpzuxGq15TM2j6o8E,BPFLoaderUpgradeab1e11111111111111111111111,HjeL2uU4K5r1hA1D6PicoXxRAdALdmU8v3RJTAcUY4Qa,DkmfiWSC4mnPvfMXZY2CkT4skvFkGr4u5DwRX2htRvJ2,109341856,348912 (0x552f0) bytes,2.4296316 SOL
AXEPmuvkEqAQG6K2zdsDRnufkbKFb2kajLPjCkqr59KB,BPFLoaderUpgradeab1e11111111111111111111111,GUrL9FnHxuKVBUuoLYeodfYPwqdFYD1wo86nPwvxfxWJ,3F32DrcK3LxH4J7vr2v9t2y5oZm5XsM5nHJ2rCDwXzkC,93054515,918528 (0xe0400) bytes,6.39415896 SOL
AGGkJgAxYz4zyEtMqZpL22Bt6UiBi6JdqwDkV4s413VK,BPFLoaderUpgradeab1e11111111111111111111111,4ShgDjxYuWcgJBqHWpZDXoA31W6kQSzg4vMuec8HwHCC,9u9iZBWqGsp5hXBxkVZtBTuLSGNAG9gEQLgpuVw39ASg,92268986,400608 (0x61ce0) bytes,2.78943576 SOL
BA1EoUw16zzKEq4HiGzthphLMNnKEnL17QYabAmTXocX,BPFLoaderUpgradeab1e11111111111111111111111,39mPwJaam1A22GR4wt72FnPx2r7zoR5ub55aECdZzpmW,1ooMcG4CjRycd5WSW7zLbL2fxoVsts8o6JRshTUGUSW,102552304,633920 (0x9ac40) bytes,4.41328728 SOL
BRRRot6ig147TBU6EGp7TMesmQrwu729CbG6qu2ZUHWm,BPFLoaderUpgradeab1e11111111111111111111111,77sAkcWmbhew2VRC9z7cc5N9XJqJD3kdvwLgsqM8KBAu,7mxNscnjJXFfKQFDEasiBeBsU4K1qnmLh5DLUoP6uG6Q,105317211,667488 (0xa2f60) bytes,4.64692056 SOL
BTC5yiRuonJKcQvD9j9QwYKPx4MCGbvkWfvHFyBJG6RY,BPFLoaderUpgradeab1e11111111111111111111111,7qRZjnnx7PXyZfFUL23L2DaHRopnMKVm5nn83hFxK25X,9TZXFibRWj9TVf3bDRAfTUnD5GfWPSbbRAGDCkRqLGwz,95398874,999999 (0xf423f) bytes,6.96119712 SOL
BoTXZtoZbYLabo5AadSRTQxabo5a8CrbBn2yYh81Gain,BPFLoaderUpgradeab1e11111111111111111111111,7kzV72DABS2pcsvF3u7MpsAcofj5FKxuXrxwkKWcHcBR,DeVxxxTQaRAJjJy9toxojwHZJ5QN2E89HXmv95ush8Av,89820099,356624 (0x57110) bytes,2.48330712 SOL
C64kTdg1Hzv5KoQmZrQRcm2Qz7PkxtFBgw7EpFhvYn8W,BPFLoaderUpgradeab1e11111111111111111111111,E5KyTYcvq3FCHd1F5DTXK8YRuHsmANmcYjhm8TPSiNMg,F921dwVTaGucEb8EiperNo9GDiwMbPwXT1dfFAKozpBF,86954003,934464 (0xe4240) bytes,6.50507352 SOL
CDfyUBS8ZuL1L3kEy6mHVyAx1s9E97KNAwTfMfvhCriN,BPFLoaderUpgradeab1e11111111111111111111111,Gi1ffGewKGGRKDBVCrUgsamyrwxvsrtPJHtY81q4myVg,BEf817EbuWPvyFT8XDEup4PqzBD7dsC3sWn94gJt7u93,99593273,865248 (0xd33e0) bytes,6.02333016 SOL
HUppSsMdgcAWttY2iP5CSxm2TYUn7qvQVDHAVabwUrvn,BPFLoaderUpgradeab1e11111111111111111111111,GAXqZsthapixRWT8r7Xy34MXXKjfeUDCLEoNEacczqfs,7nVUx1oV3Dpo5MYVLHBCEv9yr7MMvXc9CokKqpY2dqxE,106645670,15712 (0x3d60) bytes,0.1105596 SOL
Cpv7PoXT9hDoxZthUcG7FAqQBx15BLvpWde5wsHvo2k1,BPFLoaderUpgradeab1e11111111111111111111111,44syMzQwSQvBEqmn27VQNwFDuDFMTKgTqGHszxSPLTcM,88ac91ynChNuxhetD6GWXUGtQ1pWNYR8iNULdiGb5AUn,111299524,527392 (0x80c20) bytes,3.6718524 SOL
A3a7zYGkevVXQznq6MzxnLWqQPztAKaBtrFQ1YP9ZTzP,BPFLoaderUpgradeab1e11111111111111111111111,FG2vTNSP4mhQGVrgH8PKxxYtGxZgwtLDznjfPdTAYppY,6RLfij4XTguJaSgh5ixa2Tv86qyLnS42qkn82ut7F37u,102830378,370096 (0x5a5b0) bytes,2.57707224 SOL
DGKfr3on59BBZwkwpmKhL79yLEcTdoM1Y8yK653wdqHR,BPFLoaderUpgradeab1e11111111111111111111111,59uM3KT9B4aZkDxDXRU7WTnwQuaYY1zL66firwLYcfzd,bob1upX2AoA7HAHzDTPMcYhWWnYJeMJturpswReqqP4,103055365,748464 (0xb6bb0) bytes,5.21051352 SOL
5fyTH55N4BNJksNTqZCJzuEf3qb7yBnDm3iw3pdV2se6,BPFLoaderUpgradeab1e11111111111111111111111,EAJ1DXSbJFbVHFssoQmGxxAENshQYyhuhUUMsfGCNecU,5p8gP3wAn5B2UTkdehJgbu9Tf7dq3etmsdm6vyGn9Mny,104508191,672272 (0xa4210) bytes,4.6802172 SOL
APPLSVp98L1biksiVfN9rrjhHH9ucvMYR8sT2kTq63WM,BPFLoaderUpgradeab1e11111111111111111111111,AeUn2E1mHbfucXkd6Q1SA4bV4i9bd9dnX748DrYz475b,DeVxxxTQaRAJjJy9toxojwHZJ5QN2E89HXmv95ush8Av,108973965,654368 (0x9fc20) bytes,4.55560536 SOL
BX8FpMj7MgTYr2YBan2kG9KX2UGimtBrECk2DabTYEYP,BPFLoaderUpgradeab1e11111111111111111111111,4KosNxN37qnhQrGTHmhd3qCsisFAvCLcAShvQyWz59r2,5XhWHUEqeR4XaA1zGudUc7rqSNdJShRTxUToUoJQVD43,95113969,607104 (0x94380) bytes,4.22664792 SOL
5GzX9C2xuhz847eMUZsQjkB6YhwTxMT9tawNSrtbB6Wt,BPFLoaderUpgradeab1e11111111111111111111111,79a3sSvmrjHJ9K512W5rdunvQw9w4FWVyRUm5umXmikE,FzKQgQr2RSJYUkWmLAUjwkiVHkEbBbVXUjAPf7mKgjfH,107487880,170928 (0x29bb0) bytes,1.19086296 SOL
282Ky34Zw7istbx78GS6h4R5y9vBn2cgGJ79fPZyDLNb,BPFLoaderUpgradeab1e11111111111111111111111,Lcdgaffs2CCoJG598XivJ87Q5JMBo9ywhEsFPVS3yHw,CUh6CFyUkRYFZjB8qrNZiLWQJTfGztdnbbsR82RN2giL,102244435,328736 (0x50420) bytes,2.28920664 SOL
2mJZ38dRtFLyzwdAmWy5iZjeXkmERX5jJdWQ3Lo5JwBd,BPFLoaderUpgradeab1e11111111111111111111111,3jCrf8Pe6mnjAWBf5zGtiBTmJBFxgsdbEMi7TQ2iykJx,3o8Mi68uJFNKbGSME3i4kwTQXZi4idwnEFyUy2J8Q7Tq,79223485,248144 (0x3c950) bytes,1.72828632 SOL
42hrGQzkPQMXTmtpsE9hb9D7dTffzYXgqC4DHUHubJSv,BPFLoaderUpgradeab1e11111111111111111111111,G1i1JRs8UKLnATeLudxPK9kxLdUgE19QK973fLgaPeyh,5EzvsLpBBfxEMbPQoFhhU2Yea7taT2KfjEZoJH4AJBt2,104176857,425472 (0x67e00) bytes,2.9624892 SOL
EgQmqMbnMrG59YAVyZE89NrE81wwRGS4F6kvzHWTrkcs,BPFLoaderUpgradeab1e11111111111111111111111,BzbW6hpSKB8QQP8CiHRjnRfg2wM458GnwbrsE2si6Lry,24kwn7kmkhZnPpLnCqdj8UBDcipxpE7tFbAzcetKdh1d,104533678,661040 (0xa1630) bytes,4.60204248 SOL
46ogVGWYWDC5bscXkN7ERpeoF5NhnTyrSgyFSY6o12Er,BPFLoaderUpgradeab1e11111111111111111111111,4PK14wxTnnKGJVf3Wuz5hvYs9cjfLhmCSMHekLNvmXKS,44fVncfVm5fB8VsRBwVZW75FdR1nSVUKcf9nUa4ky6qN,109834564,761280 (0xb9dc0) bytes,5.29971288 SOL
EEB5tgFdJ4A1Mfg4brpnQtN4d8LhvpKTKMTcRMaTAWAT,BPFLoaderUpgradeab1e11111111111111111111111,5hGowMHjMnEHPVe9aRrn6SwDtKpG2qo9Mo1DfEemCNXq,Dh7U8Z2Amn3n35gLMGXtZ2wu6X4bFDBeWDg7KNQixbzb,105712306,717600 (0xaf320) bytes,4.99570008 SOL
G924hakjViDjGjzUorEyMBTk4jCURHwSdguGXALeLPjF,BPFLoaderUpgradeab1e11111111111111111111111,FasxzkGitUYwEpwD5RcAhg8vyjBEW2rZkZncseqQptD9,FemRLQAqLnvcWfGFWMNThZRkpccV3Y1hgdMRVv2Pzx9e,107500702,356048 (0x56ed0) bytes,2.47929816 SOL
BNmaVCd81pcR6wFpTx3bVwdLHMx9bKbhECnJwtZbGW7Y,BPFLoaderUpgradeab1e11111111111111111111111,31K3xyoRfNiykFFGd1RAsdXLXgjQmmd6wC5VSXgEA1dK,88ac91ynChNuxhetD6GWXUGtQ1pWNYR8iNULdiGb5AUn,105081897,328432 (0x502f0) bytes,2.2870908 SOL
9bEMJxpDpbMHhrfkgzBwmkfWsC9AiKefCQL9bxdG63i9,BPFLoaderUpgradeab1e11111111111111111111111,6h4ZP4DJymKCKnSPx174nfr8bdiefnhHnFC78nLE7tqV,2nP58oxeMJhssXpgwpc2Z62urcnY3YfPgJgbwtQGZCjM,106575098,400000 (0x61a80) bytes,2.78520408 SOL
